 177 , 362 , 951 , 947 , -402 , -977 , 107 , -33 , -584 , 412 , 842 , -835 , -707 , 420 , 622 , -176 , 753 , 317 , -511 , 293 , -851 , 731 , -804 , -5 , -175 , -703 
 -826 , 379 , -832 , 469 , -378 , 227 , 424 , 108 , -514 , -604 , 712 , -888 , 401 , -746 , -959 , -852 , -352 , 913 , 996 , -364 , -232 , 511 , 322 , -136 , -614 , 157 
 223 , -942 , 499 , 722 , 2 , 795 , -646 , 811 , 831 , 840 , -288 , -764 , 476 , 519 , 441 , -571 , -442 , 470 , -389 , -997 , 276 , 954 , 58 , 501 , 280 , 681 
 -890 , 967 , 567 , -706 , 501 ,= ( W46 + U29 ) , 845 ,= ( M15 - F47 ) , -512 , 822 , -205 , -2 , 392 , -678 , -924 , -182 ,= ( E47 - B13 ) , 166 , -342 , 849 , 733 , 158 , 924 , -113 , 654 , 654 
 -233 , 496 , 426 , 641 , -74 , -660 , 682 , 237 , -764 , -601 , 706 , 370 , 430 , -82 , -971 , -616 , 538 , 695 , 276 , 980 , 52 , 353 ,= ( T20 - L1 ) , -55 , 298 , -970 
 802 , 16 , 980 , 741 , -405 , -145 , -294 , 644 , -265 , 904 , -122 , 813 , -910 , -97 , -783 , 600 , 511 , 908 , -265 , 25 ,= ( N5 + J46 ) , -472 , 196 , -275 , 382 , -89 
 753 , 884 , -818 , -380 , 756 , 479 , -873 , 506 , -423 , -938 , 805 , 437 , 739 , 477 , 822 ,= ( C31 - M15 ) , 703 , 142 , -389 , 385 , -119 , -381 , 253 , -781 , -751 , -901 
 -160 , 221 ,= ( F47 + Q27 ) , 332 , 384 , 792 , -391 , 534 , 317 , -487 , -993 , -604 , -972 , -118 , 185 , -607 , 446 , 233 , -599 , 296 , -568 , -995 , -111 , 399 , 338 , -46 
 467 , 753 , 523 , -40 , 650 , 602 , -301 , 50 , -259 , -189 , -528 ,= ( J46 - O4 ) , -252 , -191 , 215 , 906 , -749 , 919 , -105 , 212 , 690 , 99 , 823 , -749 , 523 , 523 
 -541 , -390 , 107 , 133 , -708 , 53 , -261 , -454 , 866 , -809 , -240 , 781 , 447 , -151 , 512 , 159 , -202 , 745 , -184 , -522 , 98 , 66 , 101 , -126 , 401 , 759 
 -47 , -364 , 770 , 372 ,= ( O34 - Q27 ) , -280 , -869 , 359 , -535 , 287 , 742 , 413 , -574 , -807 ,= ( J46 - N5 ) , 591 , 240 , 961 , 367 , -218 , 41 , -856 , 551 , 764 , -52 , 352 
 -937 , -669 , -226 , -428 , 763 , 27 , 656 , -789 , 10 , -850 , 113 , 582 , 882 , 102 , 927 , -512 , 786 , 815 , 526 , -304 , 10 , 839 , -282 , -449 , 556 , 208 
 -669 , 361 , -818 , 473 , 922 , -710 , 591 , 934 , -442 , 7 , -632 , 917 , 715 , -242 , -178 , -965 , -951 , -327 , 632 , 897 , 428 , -82 , -597 , -885 , -856 , 760 
 252 , 920 , -293 , 517 , -44 , -882 , -982 , -435 , -435 , 395 , 574 , -226 , 434 , -300 , 654 , 185 , -527 , -812 , 784 , -228 , 583 , 599 , -645 , 274 , -662 , -236 
 -700 , 446 , -402 , -443 , 813 , 390 , 621 , -964 , 586 , -912 , 85 , 222 , 687 , -296 , 414 , 659 , 177 , -752 , 256 , -249 , 643 , -426 , -994 , -937 , 122 , -800 
 -315 , -525 , -848 , -632 , -134 , -833 , 587 , 596 , -650 , -581 , 517 , 522 , 810 , -418 ,= ( O34 + F5 ) , -730 , -594 , 679 , 115 , 348 , -418 , -755 , -466 , -225 , 656 , 849 
 -649 , 950 , 697 , -52 , -791 , 764 , 600 , 580 , 993 , -687 , 826 , 656 , 939 , 208 , 63 , -794 , 802 , -100 , -577 , -89 , 469 , -244 , -328 , -180 , 566 , 109 
 708 , 126 , 88 , -64 , -509 , 474 , 28 , 857 , 512 , 98 , -784 , -241 , -920 , -975 , 583 , 88 , -735 , 188 , 670 , -500 , -226 , -685 , 582 , 563 , -717 , -418 
 842 , 204 , -225 , 264 ,= ( Q27 - T20 ) , 363 , -245 , -524 , 347 , 258 , 773 , -184 , -536 , -937 , -458 , -988 , 588 , 837 , 747 , 545 , -240 , 933 , -61 , 109 , 533 , 610 
 -350 , -598 , 229 , 761 , 553 , -666 , -200 , 385 , 369 , 53 , 104 , -986 , 511 , -20 , 976 , -342 , 289 , 308 , -449 , 379 , -174 , -761 , 693 , 175 , -369 , 995 
 108 , -333 , -724 , -895 , 589 , 609 , -931 , 285 , 495 , 150 , 332 , 136 , 34 ,= ( A2 + O34 ) , -969 , -521 , -546 , 501 , 52 , 830 , -496 , 530 , -627 , 401 ,= ( Q27 + T20 ) , -736 
 -928 , -712 , -807 , -781 , -213 , -349 , -629 , 968 , -446 , 17 , 836 , 958 , 224 , -284 , -808 , 979 , -769 , 695 , 896 , -698 , -875 , 692 , 986 , -183 , 525 , -431 
 888 , -29 , -851 , 416 , -586 , -946 , 586 , 200 , -497 ,= ( Y44 + Q27 ) , -733 , 732 , 352 , 18 , -943 , 379 , 218 , 46 , 247 , -640 , -471 , -148 ,= ( N5 + F47 ) , 606 , -183 , -308 
 -468 , -817 , 178 , 485 , 935 ,= ( Q27 + T20 ) , 492 , 474 , -400 , -66 , 336 , -770 , -884 , 386 , 227 , -420 , 55 , -659 , -831 , -249 , 798 , 157 , -649 , 969 , -772 , 542 
 884 , 112 , 259 , 245 , -697 , 686 , 677 , -622 , -704 , 840 , 66 , 106 , -74 , -648 , -987 , 190 , -520 , 36 , -636 , 928 , 380 , -269 , 509 , -220 , -208 , 0 
 489 , 608 , 605 , -670 , -434 , 322 , -424 ,= ( F23 - D4 ) , 66 , 740 , -288 , 613 , -73 , 160 , 924 , -268 , -685 , 290 , -253 , 257 , 910 , -291 , -157 , 939 , 387 , 187 
 -416 , -942 , 151 , -772 , -403 , 261 , 212 , 71 , -58 , 700 , 685 , 505 , 291 , 880 , 482 , -448 , 852 , -15 , -24 , -227 ,= ( Y44 - T20 ) , 586 , 731 , 267 , 991 , 560 
